PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1,0,3,1,-0.5657364610748746,1,0,-0.5024451714361923,2
3,1,3,0,-0.2583370877897099,0,0,-0.4888542575852486,2
4,1,1,0,0.4333115021019107,1,0,0.4207302360686478,2
5,0,3,1,0.4333115021019107,0,0,-0.4863374216869257,2
6,0,3,1,-0.10463740114712752,0,0,-0.47811642890864375,1
7,0,1,1,1.893458525206443,0,0,0.395813560675251,2
8,0,3,1,-2.1027333275006983,3,1,-0.22408312108167944,2
9,1,3,0,-0.1814872444684187,0,2,-0.4242561406845337,2
10,1,2,0,-1.180535207645204,1,0,-0.04295550208861426,0
11,1,3,0,-1.949033640858116,1,1,-0.312172377522981,2
12,1,1,0,2.200857898491608,0,0,-0.11384570873513637,2
13,0,3,1,-0.719436147717457,0,0,-0.4863374216869257,2
14,0,3,1,0.7407108753870755,1,5,-0.01870931177853076,2
15,0,3,0,-1.180535207645204,0,0,-0.4902797934380587,2
16,1,2,0,1.9703083685277343,0,0,-0.3262666585535892,2
17,0,3,1,-2.1027333275006983,4,1,-0.06199888922968463,1
18,1,2,1,-0.10463740114712752,0,0,-0.3866707201133388,2
19,0,3,0,0.12591212881674602,1,0,-0.2859972841804228,2
20,1,3,0,-0.10463740114712752,0,0,-0.5029485386158568,0
21,0,2,1,0.4333115021019107,0,0,-0.12491978668775715,2
22,1,2,1,0.35646165878061953,0,0,-0.3866707201133388,2
23,1,3,0,-1.1036853643239128,0,0,-0.4867562231804066,1
24,1,1,1,-0.10463740114712752,0,0,0.06635974158478332,2
25,0,3,0,-1.6416342675729512,3,1,-0.22408312108167944,2
26,1,3,0,0.6638610320657843,1,5,-0.016444159470040135,2
27,0,3,1,-0.10463740114712752,0,0,-0.5029485386158568,0
29,1,3,0,-0.10463740114712752,0,0,-0.48977642625839407,1
30,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2
31,0,1,1,0.8175607187083667,0,0,-0.09027201697708476,0
33,1,3,0,-0.10463740114712752,0,0,-0.49237782784290063,1
34,0,2,1,2.8156566450619374,0,0,-0.43700743807979686,2
36,0,1,1,0.9712604053509489,1,0,0.39858208016340624,2
37,1,3,1,-0.10463740114712752,0,0,-0.5028639729296732,0
38,0,3,1,-0.6425863043961658,0,0,-0.4863374216869257,2
39,0,3,0,-0.8731358343600393,2,0,-0.2859972841804228,2
40,1,3,0,-1.180535207645204,1,0,-0.42207354059350805,0
41,0,3,0,0.8175607187083667,1,0,-0.4576454924460446,2
42,0,2,0,-0.1814872444684187,1,0,-0.22559322262067316,2
43,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,0
44,1,2,0,-2.025883484179407,1,2,0.18876253192945994,0
45,1,3,0,-0.7962859910387481,0,0,-0.48977642625839407,1
46,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,2
47,0,3,1,-0.10463740114712752,1,0,-0.3363340021468808,1
48,1,3,0,-0.10463740114712752,0,0,-0.49237782784290063,1
49,0,3,1,-0.10463740114712752,2,0,-0.21191774308354583,0
50,0,3,0,-0.8731358343600393,1,0,-0.29002422161773944,2
51,0,3,1,-1.7184841108942424,4,1,0.1506737441786005,2
52,0,3,1,-0.6425863043961658,0,0,-0.4913710934835715,2
54,1,2,0,-0.027787557825836348,1,0,-0.12491978668775715,2
55,0,1,1,2.738806801740646,0,1,0.5995101505357573,0
56,1,1,1,-0.10463740114712752,0,0,0.06635974158478332,2
57,1,2,0,-0.6425863043961658,0,0,-0.43700743807979686,2
58,0,3,1,-0.06621247948648194,0,0,-0.5028639729296732,0
59,1,2,0,-1.8721837975368247,1,2,-0.08968408411123653,2
60,0,3,1,-1.4110847376090776,5,2,0.2958951755118318,2
61,0,3,1,-0.5657364610748746,0,0,-0.5028639729296732,0
64,0,3,1,-1.949033640858116,3,2,-0.08666388103324908,2
65,0,1,1,-0.10463740114712752,0,0,-0.09027201697708476,0
66,1,3,1,-0.10463740114712752,1,1,-0.3414522396297103,0
67,1,2,0,-0.027787557825836348,0,0,-0.43700743807979686,2
68,0,3,1,-0.7962859910387481,0,0,-0.4841568350646187,2
69,1,3,0,-0.9499856776813305,4,2,-0.4888542575852486,2
70,0,3,1,-0.2583370877897099,2,0,-0.47400492578514347,2
71,0,2,1,0.20276197213803718,0,0,-0.43700743807979686,2
72,0,3,0,-1.0268355210026217,5,2,0.2958951755118318,2
74,0,3,1,-0.2583370877897099,1,0,-0.3573908580066095,0
75,1,3,1,0.20276197213803718,0,0,0.48910360681684706,2
76,0,3,1,-0.33518693111100106,0,0,-0.494391296561559,2
77,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2
78,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,2
79,1,2,1,-2.192647644186609,0,2,-0.06451572512800753,2
80,1,3,0,0.04906228549545483,0,0,-0.397241430886295,2
81,0,3,1,-0.5657364610748746,0,0,-0.46720946885967163,2
82,1,3,1,-0.027787557825836348,0,0,-0.45714212526638004,2
83,1,3,0,-0.10463740114712752,0,0,-0.49162277707340374,1
84,0,1,1,-0.10463740114712752,0,0,0.29992211294914856,2
85,1,2,0,-0.9499856776813305,0,0,-0.43700743807979686,2
86,1,3,0,0.27961181545932834,3,0,-0.32928686163157667,2
87,0,3,1,-1.0268355210026217,1,3,0.04370821849987721,2
88,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,2
90,0,3,1,-0.41203677443229225,0,0,-0.4863374216869257,2
91,0,3,1,-0.027787557825836348,0,0,-0.4863374216869257,2
92,0,3,1,-0.719436147717457,0,0,-0.4902797934380587,2
93,0,1,1,1.2786597786361138,1,0,0.5833178351003071,2
94,0,3,1,-0.2583370877897099,1,2,-0.23415046467497105,2
95,0,3,1,2.277707741812899,0,0,-0.5024451714361923,2
96,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,2
97,0,1,1,3.1999058616683933,0,0,0.0493298231623713,0
98,1,1,1,-0.48888661775358344,0,1,0.6272778976347743,0
99,1,2,0,0.35646165878061953,0,1,-0.18532384824750675,2
100,0,2,1,0.35646165878061953,1,0,-0.12491978668775715,2
101,0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,2
102,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2
104,0,3,1,0.27961181545932834,0,0,-0.4741720436887921,2
105,0,3,1,0.5870111887444931,2,0,-0.4888542575852486,2
106,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2
107,1,3,0,-0.6425863043961658,0,0,-0.494391296561559,2
108,1,3,1,-0.10463740114712752,0,0,-0.4918744606632361,2
109,0,3,1,0.6638610320657843,0,0,-0.4894421904510968,2
110,1,3,0,-0.10463740114712752,1,0,-0.1621689579829361,1
111,0,1,1,1.3555096219574048,0,0,0.39858208016340624,2
112,0,3,0,-1.1421102859845584,1,0,-0.3573908580066095,0
113,0,3,1,-0.5657364610748746,0,0,-0.4863374216869257,2
114,0,3,0,-0.719436147717457,1,0,-0.4505983519307405,2
115,0,3,0,-0.9499856776813305,0,0,-0.3573083057891445,0
116,0,3,1,-0.6425863043961658,0,0,-0.4888542575852486,2
117,0,3,1,3.1614809400077477,0,0,-0.49237782784290063,1
118,0,2,1,-0.027787557825836348,1,0,-0.22559322262067316,2
120,0,3,0,-2.1027333275006983,4,2,-0.01870931177853076,2
122,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,2
123,0,2,1,0.24118689379868277,1,0,-0.04295550208861426,0
124,1,2,0,0.24118689379868277,0,0,-0.3866707201133388,2
126,1,3,1,-1.3342348942877864,1,0,-0.42207354059350805,0
127,0,3,1,-0.10463740114712752,0,0,-0.49237782784290063,1
128,1,3,1,-0.41203677443229225,0,0,-0.5046257580584992,2
129,1,3,0,-0.10463740114712752,1,1,-0.19824427701513722,0
130,0,3,1,1.2018099353148226,0,0,-0.5079822104125026,2
131,0,3,1,0.27961181545932834,0,0,-0.4894421904510968,0
132,0,3,1,-0.719436147717457,0,0,-0.5064721088735089,2
133,0,3,0,1.3555096219574048,1,0,-0.35646868933346404,2
134,1,2,0,-0.027787557825836348,1,0,-0.12491978668775715,2
135,0,2,1,-0.33518693111100106,0,0,-0.3866707201133388,2
136,0,2,1,-0.48888661775358344,0,0,-0.3454791770670269,0
137,1,1,0,-0.7962859910387481,0,2,-0.11921562980779811,2
138,0,1,1,0.5870111887444931,1,0,0.4207302360686478,2
139,0,3,1,-1.0268355210026217,0,0,-0.4628462821463391,2
141,0,3,0,-0.10463740114712752,0,2,-0.3414522396297103,0
142,1,3,0,-0.5657364610748746,0,0,-0.49237782784290063,2
143,1,3,0,-0.41203677443229225,1,0,-0.32928686163157667,2
144,0,3,1,-0.7962859910387481,0,0,-0.5125125150294839,1
145,0,2,1,-0.8731358343600393,0,0,-0.41687275089321363,2
146,0,2,1,-0.7962859910387481,1,1,0.09152810056801232,2
147,1,3,1,-0.1814872444684187,0,0,-0.49145565916975514,2
148,0,3,0,-1.56478442425166,2,2,0.04370821849987721,2
149,0,2,1,0.5485862670838475,0,2,-0.12491978668775715,2
150,0,2,1,0.9712604053509489,0,0,-0.3866707201133388,2
151,0,2,1,1.6629089952425695,0,0,-0.39623469652696586,2
153,0,3,1,2.00873329018838,0,0,-0.4863374216869257,2
154,0,3,1,0.8559856403690123,0,2,-0.35646868933346404,2
155,0,3,1,-0.10463740114712752,0,0,-0.5011867534870308,2
156,0,1,1,1.6629089952425695,0,1,0.5874293382238074,0
157,1,3,0,-1.0268355210026217,0,0,-0.49271407711891657,1
158,0,3,1,0.04906228549545483,0,0,-0.4863374216869257,2
159,0,3,1,-0.10463740114712752,0,0,-0.47400492578514347,2
161,0,3,1,1.1249600919935314,0,1,-0.32425318983493084,2
162,1,2,0,0.8175607187083667,0,0,-0.331300330350235,2
163,0,3,1,-0.2583370877897099,0,0,-0.4918744606632361,2
164,0,3,1,-0.9499856776813305,0,0,-0.47400492578514347,2
165,0,3,1,-2.1795831708219895,4,1,0.1506737441786005,2
166,1,3,1,-1.56478442425166,0,2,-0.2351571990343002,2
167,1,1,0,-0.10463740114712752,0,1,0.4589861417231558,2
168,0,3,0,1.2018099353148226,1,4,-0.08666388103324908,2
169,0,1,1,-0.10463740114712752,0,0,-0.12642988822675086,2
170,0,3,1,-0.10463740114712752,0,0,0.48910360681684706,2
171,0,1,1,2.4314074284554814,0,0,0.026090367211616904,2
172,0,3,1,-1.949033640858116,4,1,-0.06199888922968463,1
173,1,3,0,-2.1795831708219895,1,1,-0.4242561406845337,2
174,0,3,1,-0.6425863043961658,0,0,-0.4888542575852486,2
175,0,1,1,2.0471582118490255,0,0,-0.030371322596999754,0
176,0,3,1,-0.8731358343600393,1,1,-0.4902797934380587,2
177,0,3,1,-0.10463740114712752,3,1,-0.13565761536436197,2
178,0,1,0,1.5860591519212783,0,0,-0.07030444769415023,0
179,0,2,1,0.04906228549545483,0,0,-0.3866707201133388,2
180,0,3,1,0.5101613454232019,0,0,-0.6484216535389205,2
182,0,2,1,-0.10463740114712752,0,0,-0.34539461138084326,0
183,0,3,1,-1.56478442425166,4,2,-0.016444159470040135,2
184,1,2,1,-2.1795831708219895,2,1,0.13683114673782454,2
185,1,3,0,-1.949033640858116,0,2,-0.20495516825442542,2
186,0,1,1,-0.10463740114712752,0,0,0.3583127057902398,2
187,1,3,0,-0.10463740114712752,1,0,-0.3363340021468808,1
188,1,1,1,1.2018099353148226,0,0,-0.11384570873513637,2
189,0,3,1,0.8175607187083667,1,1,-0.3363340021468808,1
190,0,3,1,0.5101613454232019,0,0,-0.4894421904510968,2
191,1,2,0,0.20276197213803718,0,0,-0.3866707201133388,2
192,0,2,1,-0.7962859910387481,0,0,-0.3866707201133388,2
193,1,3,0,-0.7962859910387481,1,0,-0.4902797934380587,2
194,1,2,1,-2.025883484179407,1,1,-0.12491978668775715,2
195,1,1,0,1.1249600919935314,0,0,-0.09027201697708476,0
197,0,3,1,-0.10463740114712752,0,0,-0.49237782784290063,1
198,0,3,1,0.9712604053509489,0,1,-0.47920571548543794,2
199,1,3,0,-0.10463740114712752,0,0,-0.49237782784290063,1
200,0,2,0,-0.41203677443229225,0,0,-0.3866707201133388,2
201,0,3,1,-0.10463740114712752,0,0,-0.45714212526638004,2
203,0,3,1,0.35646165878061953,0,0,-0.5176307525123133,2
204,0,3,1,1.2402348569754682,0,0,-0.5029485386158568,0
205,1,3,1,-0.8731358343600393,0,0,-0.4863374216869257,2
206,0,3,0,-2.1027333275006983,0,1,-0.43776248884929375,2
207,0,3,1,0.20276197213803718,1,0,-0.32928686163157667,2
208,1,3,1,-0.2583370877897099,0,0,-0.2701412180209885,0
209,1,3,0,-1.0268355210026217,0,0,-0.49237782784290063,1
210,1,1,1,0.8175607187083667,0,0,-0.024246350754841113,0
211,0,3,1,-0.41203677443229225,0,0,-0.5064721088735089,2
212,1,2,0,0.4333115021019107,0,0,-0.22559322262067316,2
213,0,3,1,-0.5657364610748746,0,0,-0.5024451714361923,2
214,0,2,1,0.04906228549545483,0,0,-0.3866707201133388,2
215,0,3,1,-0.10463740114712752,1,0,-0.49237782784290063,1
217,1,3,0,-0.1814872444684187,0,0,-0.4888542575852486,2
218,0,2,1,0.9712604053509489,1,0,-0.10478509950117394,2
220,0,2,1,0.04906228549545483,0,0,-0.43700743807979686,2
221,1,3,1,-1.0268355210026217,0,0,-0.4863374216869257,2
222,0,2,1,-0.1814872444684187,0,0,-0.3866707201133388,2
223,0,3,1,1.6629089952425695,0,0,-0.4863374216869257,2
224,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2
226,0,3,1,-0.5657364610748746,0,0,-0.4601623283443675,2
227,1,2,1,-0.7962859910387481,0,0,-0.43700743807979686,2
228,0,3,1,-0.6810112260568114,0,0,-0.5024451714361923,2
229,0,2,1,-0.8731358343600393,0,0,-0.3866707201133388,2
230,0,3,0,-0.10463740114712752,3,1,-0.13565761536436197,2
232,0,3,1,-0.027787557825836348,0,0,-0.4918744606632361,2
233,0,2,1,2.277707741812899,0,0,-0.3766033765200472,2
234,1,3,0,-1.8721837975368247,4,2,-0.016444159470040135,2
235,0,2,1,-0.41203677443229225,0,0,-0.43700743807979686,2
236,0,3,0,-0.10463740114712752,0,0,-0.49640476528021726,2
237,0,2,1,1.1249600919935314,1,0,-0.12491978668775715,2
238,1,2,0,-1.6416342675729512,0,2,-0.11988611489111134,2
239,0,2,1,-0.7962859910387481,0,0,-0.43700743807979686,2
240,0,2,1,0.27961181545932834,0,0,-0.4012683683236117,2
241,0,3,0,-0.10463740114712752,1,0,-0.3573908580066095,0
242,1,3,0,-0.10463740114712752,1,0,-0.3363340021468808,1
243,0,2,1,-0.027787557825836348,0,0,-0.43700743807979686,2
244,0,3,1,-0.5657364610748746,0,0,-0.5049620073345151,2
245,0,3,1,0.04906228549545483,0,0,-0.5029485386158568,0
247,0,3,0,-0.33518693111100106,0,0,-0.4918744606632361,2
248,1,2,0,-0.41203677443229225,0,2,-0.35646868933346404,2
249,1,1,1,0.5870111887444931,1,1,0.40974072380221066,2
250,0,2,1,1.893458525206443,1,0,-0.12491978668775715,2
251,0,3,1,-0.10463740114712752,0,0,-0.5024451714361923,2
252,0,3,0,-0.027787557825836348,1,1,-0.43776248884929375,2
253,0,1,1,2.5082572717767726,0,0,-0.11384570873513637,2
254,0,3,1,0.04906228549545483,1,0,-0.32425318983493084,2
255,0,3,0,0.8944105620296577,0,2,-0.2414492887801075,2
256,1,3,0,-0.027787557825836348,0,2,-0.3414522396297103,0
260,1,2,0,1.5860591519212783,0,1,-0.12491978668775715,2
261,0,3,1,-0.10463740114712752,0,0,-0.49237782784290063,1
262,1,3,1,-2.025883484179407,4,2,-0.016444159470040135,2
264,0,1,1,0.8175607187083667,0,0,-0.6484216535389205,2
265,0,3,0,-0.10463740114712752,0,0,-0.49237782784290063,1
266,0,2,1,0.5101613454232019,0,0,-0.43700743807979686,2
267,0,3,1,-1.0268355210026217,4,1,0.1506737441786005,2
268,1,3,1,-0.33518693111100106,1,0,-0.4918744606632361,2
271,0,1,1,-0.10463740114712752,0,0,-0.024246350754841113,2
272,1,3,1,-0.33518693111100106,0,0,-0.6484216535389205,2
273,1,2,0,0.8944105620296577,0,1,-0.255795253400548,2
274,0,1,1,0.5870111887444931,0,1,-0.05042144409739929,0
275,1,3,0,-0.10463740114712752,0,0,-0.49237782784290063,1
277,0,3,0,1.2018099353148226,0,0,-0.49237782784290063,2
278,0,2,1,-0.10463740114712752,0,0,-0.6484216535389205,2
279,0,3,1,-1.7184841108942424,4,1,-0.06199888922968463,1
280,1,3,0,0.4333115021019107,1,1,-0.24069423801061057,2
281,0,3,1,2.738806801740646,0,0,-0.49237782784290063,1
282,0,3,1,-0.10463740114712752,0,0,-0.4902797934380587,2
283,0,3,1,-1.0268355210026217,0,0,-0.45714212526638004,2
284,1,3,1,-0.7962859910387481,0,0,-0.4863374216869257,2
285,0,1,1,-0.10463740114712752,0,0,-0.12491978668775715,2
286,0,3,1,0.27961181545932834,0,0,-0.47400492578514347,0
287,1,3,1,0.04906228549545483,0,0,-0.45714212526638004,2
288,0,3,1,-0.5657364610748746,0,0,-0.4894421904510968,2
289,1,2,1,0.9712604053509489,0,0,-0.3866707201133388,2
290,1,3,0,-0.5657364610748746,0,0,-0.49237782784290063,1
293,0,2,1,0.5101613454232019,0,0,-0.3891875560116617,0
294,0,3,0,-0.41203677443229225,0,0,-0.4702296719376591,2
295,0,3,1,-0.41203677443229225,0,0,-0.4894421904510968,2
296,0,1,1,-0.10463740114712752,0,0,-0.09027201697708476,0
297,0,3,1,-0.45046169609293785,0,0,-0.5028639729296732,0
299,1,1,1,-0.10463740114712752,0,0,-0.034313694348132716,2
301,1,3,0,-0.10463740114712752,0,0,-0.49237782784290063,1
302,1,3,1,-0.10463740114712752,2,0,-0.18029017645086096,1
303,0,3,1,-0.7962859910387481,0,0,-0.6484216535389205,2
304,1,2,0,-0.10463740114712752,0,0,-0.3997582667846179,1
305,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,2
309,0,2,1,0.04906228549545483,1,0,-0.16518916106092355,0
310,1,1,0,0.04906228549545483,0,0,0.49782998024351216,0
313,0,2,0,-0.2583370877897099,1,1,-0.12491978668775715,2
314,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2
315,0,2,1,1.0481102486722402,1,1,-0.11988611489111134,2
316,1,3,0,-0.2583370877897099,0,0,-0.4902797934380587,2
317,1,2,0,-0.41203677443229225,1,0,-0.12491978668775715,2
318,0,2,1,1.893458525206443,0,0,-0.36653603292675563,2
321,0,3,1,-0.5657364610748746,0,0,-0.5024451714361923,2
322,0,3,1,-0.1814872444684187,0,0,-0.4894421904510968,2
323,1,2,0,0.04906228549545483,0,0,-0.3997582667846179,1
324,1,2,0,-0.5657364610748746,1,1,-0.06451572512800753,2
327,0,3,1,2.4314074284554814,0,0,-0.5228315422126077,2
328,1,2,0,0.5101613454232019,0,0,-0.3866707201133388,2
329,1,3,0,0.12591212881674602,1,1,-0.2351571990343002,2
330,1,1,0,-1.0268355210026217,0,1,0.5189714017894245,0
331,1,3,0,-0.10463740114712752,2,0,-0.18029017645086096,1
332,0,1,1,1.2402348569754682,0,0,-0.07458306872129913,2
334,0,3,1,-1.0268355210026217,2,0,-0.2859972841804228,2
336,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2
339,1,3,1,1.2018099353148226,0,0,-0.4863374216869257,2
340,0,1,1,1.2018099353148226,0,0,0.06635974158478332,2
341,1,2,1,-2.1027333275006983,1,1,-0.12491978668775715,2
343,0,2,1,-0.10463740114712752,0,0,-0.3866707201133388,2
344,0,2,1,-0.33518693111100106,0,0,-0.3866707201133388,2
345,0,2,1,0.5101613454232019,0,0,-0.3866707201133388,2
346,1,2,0,-0.41203677443229225,0,0,-0.3866707201133388,2
347,1,2,0,0.8175607187083667,0,0,-0.3866707201133388,2
348,1,3,0,-0.10463740114712752,1,0,-0.32425318983493084,2
349,1,3,1,-2.025883484179407,1,1,-0.32828012727224753,2
350,0,3,1,0.9712604053509489,0,0,-0.47400492578514347,2
351,0,3,1,-0.48888661775358344,0,0,-0.4626791642426904,2
352,0,1,1,-0.10463740114712752,0,0,0.05629239799149171,2
353,0,3,1,-1.1036853643239128,1,1,-0.5028639729296732,0
354,0,3,1,-0.33518693111100106,1,0,-0.29002422161773944,2
355,0,3,1,-0.10463740114712752,0,0,-0.5029485386158568,0
356,0,3,1,-0.10463740114712752,0,0,-0.45714212526638004,2
357,1,1,0,-0.5657364610748746,0,1,0.4589861417231558,2
358,0,2,0,0.6638610320657843,0,0,-0.3866707201133388,2
359,1,3,0,-0.10463740114712752,0,0,-0.48977642625839407,1
360,1,3,0,-0.10463740114712752,0,0,-0.48977642625839407,1
361,0,3,1,0.8175607187083667,1,4,-0.08666388103324908,2
362,0,2,1,-0.027787557825836348,1,0,-0.09027201697708476,0
363,0,3,0,1.2018099353148226,0,1,-0.3573908580066095,0
364,0,3,1,0.4333115021019107,0,0,-0.5064721088735089,2
365,0,3,1,-0.10463740114712752,1,0,-0.3363340021468808,1
366,0,3,1,0.04906228549545483,0,0,-0.5024451714361923,2
368,1,3,0,-0.10463740114712752,0,0,-0.5028639729296732,0
369,1,3,0,-0.10463740114712752,0,0,-0.49237782784290063,1
371,1,1,1,-0.33518693111100106,1,0,0.4678796330534696,0
372,0,3,1,-0.8731358343600393,1,0,-0.5176307525123133,2
373,0,3,1,-0.7962859910387481,0,0,-0.4863374216869257,2
375,0,3,0,-2.025883484179407,3,1,-0.22408312108167944,2
377,1,3,0,-0.5657364610748746,0,0,-0.5024451714361923,2
379,0,3,1,-0.719436147717457,0,0,-0.5676312212027554,0
380,0,3,1,-0.7962859910387481,0,0,-0.4918744606632361,2
382,1,3,0,-2.1795831708219895,0,2,-0.33146744825388363,0
383,0,3,1,0.20276197213803718,0,0,-0.4888542575852486,2
384,1,1,0,0.4333115021019107,1,0,0.39858208016340624,2
385,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2
387,0,3,1,-2.1795831708219895,5,2,0.2958951755118318,2
388,1,2,0,0.5101613454232019,0,0,-0.3866707201133388,2
389,0,3,1,-0.10463740114712752,0,0,-0.49279662933638163,1
390,1,2,0,-0.9499856776813305,0,0,-0.40680540729992204,0
392,1,3,1,-0.6425863043961658,0,0,-0.49145565916975514,2
393,0,3,1,-0.10463740114712752,2,0,-0.4888542575852486,2
395,1,3,0,-0.41203677443229225,0,2,-0.312172377522981,2
396,0,3,1,-0.5657364610748746,0,0,-0.49145565916975514,2
397,0,3,0,0.12591212881674602,0,0,-0.4902797934380587,2
398,0,2,1,1.2786597786361138,0,0,-0.12491978668775715,2
399,0,2,1,-0.48888661775358344,0,0,-0.43700743807979686,2
400,1,2,0,-0.10463740114712752,0,0,-0.393717860628643,2
401,1,3,1,0.7407108753870755,0,0,-0.4888542575852486,2
402,0,3,1,-0.2583370877897099,0,0,-0.4863374216869257,2
403,0,3,0,-0.6425863043961658,1,0,-0.4505983519307405,2
404,0,3,1,-0.10463740114712752,1,0,-0.32928686163157667,2
405,0,3,0,-0.719436147717457,0,0,-0.47400492578514347,2
406,0,2,1,0.35646165878061953,1,0,-0.22559322262067316,2
407,0,3,1,1.6629089952425695,0,0,-0.49237782784290063,2
408,1,2,1,-2.025883484179407,1,1,-0.2708962687904854,2
409,0,3,1,-0.6425863043961658,0,0,-0.4918744606632361,2
410,0,3,0,-0.10463740114712752,3,1,-0.13565761536436197,2
411,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2
412,0,3,1,-0.10463740114712752,0,0,-0.5103319284071769,1
414,0,2,1,-0.10463740114712752,0,0,-0.6484216535389205,2
415,1,3,1,1.1249600919935314,0,0,-0.4888542575852486,2
416,0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,2
417,1,2,0,0.35646165878061953,1,1,0.005955680025033696,2
418,1,2,0,-0.8731358343600393,0,2,-0.3866707201133388,2
419,0,2,1,0.04906228549545483,0,0,-0.3866707201133388,2
420,0,3,0,-1.4879345809303688,0,2,-0.1621689579829361,2
421,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,0
422,0,3,1,-0.6425863043961658,0,0,-0.49271407711891657,1
423,0,3,1,-0.027787557825836348,0,0,-0.4898609919445778,2
424,0,3,0,-0.10463740114712752,1,1,-0.35848215805212236,2
425,0,3,1,-0.8731358343600393,1,1,-0.2414492887801075,2
426,0,3,1,-0.10463740114712752,0,0,-0.5024451714361923,2
427,1,2,0,-0.10463740114712752,1,0,-0.12491978668775715,2
428,1,2,0,-0.7962859910387481,0,0,-0.12491978668775715,2
429,0,3,1,-0.10463740114712752,0,0,-0.49237782784290063,1
430,1,3,1,0.20276197213803718,0,0,-0.4863374216869257,2
431,1,1,1,-0.10463740114712752,0,0,-0.11384570873513637,2
432,1,3,0,-0.10463740114712752,1,0,-0.32425318983493084,2
433,1,2,0,0.9712604053509489,1,0,-0.12491978668775715,2
434,0,3,1,-0.9499856776813305,0,0,-0.5049620073345151,2
435,0,1,1,1.5860591519212783,1,0,0.4771073601910807,2
437,0,3,0,-0.6425863043961658,2,2,0.04370821849987721,2
438,1,2,0,-0.41203677443229225,2,3,-0.2708962687904854,2
440,0,2,1,0.12591212881674602,0,0,-0.43700743807979686,2
441,1,2,0,1.2018099353148226,1,1,-0.11988611489111134,2
442,0,3,1,-0.719436147717457,0,0,-0.45714212526638004,2
443,0,3,1,-0.33518693111100106,1,0,-0.4918744606632361,2
444,1,2,0,-0.10463740114712752,0,0,-0.3866707201133388,2
445,1,3,1,-0.10463740114712752,0,0,-0.48507900373776425,2
447,1,2,0,-1.2573850509664952,0,1,-0.255795253400548,2
448,1,1,1,0.35646165878061953,0,0,-0.11384570873513637,2
449,1,3,0,-1.8721837975368247,2,1,-0.26066180729354516,0
